,player,total_workers,total_army,fraction,winner,replay_filename
592,soO,49,2775,Z,1,replays/firstRun\2fcff8977ae84c4eb053404e378b1871.SC2Replay
593,Bly,29,2050,Z,0,replays/firstRun\2fd23860b3d4455b9ffaaeafc8b97d17.SC2Replay
594,Scarlett,43,2125,Z,1,replays/firstRun\2fd23860b3d4455b9ffaaeafc8b97d17.SC2Replay
595,Serral,50,1550,Z,1,replays/firstRun\2fe4559544ca42f4963150099493a063.SC2Replay
596,Harstem,46,1100,P,0,replays/firstRun\2fe4559544ca42f4963150099493a063.SC2Replay
597,LiquidMaNa,68,0,P,0,replays/firstRun\2fffd2b3811f4e45b10bf5b07f6b087a.SC2Replay
598,Bunny,62,3150,T,1,replays/firstRun\2fffd2b3811f4e45b10bf5b07f6b087a.SC2Replay
599,FWHas,47,1650,P,1,replays/firstRun\3a0d0490b41e4cd492bff9690714e59d.SC2Replay
600,Rex,48,5725,Z,0,replays/firstRun\3a0d0490b41e4cd492bff9690714e59d.SC2Replay
601,Polt,64,4775,T,1,replays/firstRun\3a3886f8168740d691bdc3e35f23687e.SC2Replay
602,Soulkey,56,6250,Z,0,replays/firstRun\3a3886f8168740d691bdc3e35f23687e.SC2Replay
603,TRUE,37,2250,Z,1,replays/firstRun\3a4e92d574b44cfea8a6e1dde3f00e12.SC2Replay
604,Nerchio,31,2200,Z,0,replays/firstRun\3a4e92d574b44cfea8a6e1dde3f00e12.SC2Replay
605,daydrA,36,950,Z,0,replays/firstRun\3a625ac607564cae9bc23eacc7fff35a.SC2Replay
606,NonY,36,375,P,1,replays/firstRun\3a625ac607564cae9bc23eacc7fff35a.SC2Replay
607,Nice,23,1225,P,0,replays/firstRun\3a71ed0c3d9c43ee94d13626acfd4401.SC2Replay
608,ShaDoWn,23,500,P,1,replays/firstRun\3a71ed0c3d9c43ee94d13626acfd4401.SC2Replay
609,Neeb,75,3050,P,1,replays/firstRun\3a81003c78754ac49b53767c0bcdb096.SC2Replay
610,MaNa,71,2400,P,0,replays/firstRun\3a81003c78754ac49b53767c0bcdb096.SC2Replay
611,OGZest,39,750,P,1,replays/firstRun\3a87ea42dfce4219941a746907b28cd3.SC2Replay
612,Bunny,29,1400,T,0,replays/firstRun\3a87ea42dfce4219941a746907b28cd3.SC2Replay
613,Nerchio,75,7850,Z,0,replays/firstRun\3a9d846a6d27497c9bb9dd8df3d2b601.SC2Replay
614,Stats,71,4725,P,1,replays/firstRun\3a9d846a6d27497c9bb9dd8df3d2b601.SC2Replay
615,Nerchio,30,1825,Z,1,replays/firstRun\3aaf72c8341e4df3b33c3ac0dc523b79.SC2Replay
616,GoGojOey,27,2050,Z,0,replays/firstRun\3aaf72c8341e4df3b33c3ac0dc523b79.SC2Replay
617,Nerchio,62,10550,Z,1,replays/firstRun\3ab2e9dc53da4d62a7da305f82bf12ac.SC2Replay
618,Impact,62,7850,Z,0,replays/firstRun\3ab2e9dc53da4d62a7da305f82bf12ac.SC2Replay
619,Kelazhur,50,3450,T,1,replays/firstRun\3ab3e6e49756499ba64ccf4368146d18.SC2Replay
620,HeRoMaRinE,48,4300,T,0,replays/firstRun\3ab3e6e49756499ba64ccf4368146d18.SC2Replay
621,Lambo,56,4375,Z,1,replays/firstRun\3ab793749ec1498ea0a70f307fb14ada.SC2Replay
622,Torkk,43,1050,P,0,replays/firstRun\3ab793749ec1498ea0a70f307fb14ada.SC2Replay
623,TSGSolar,38,2075,Z,0,replays/firstRun\3aed086f007d4312b2fb800275beae57.SC2Replay
624,soO,36,1900,Z,1,replays/firstRun\3aed086f007d4312b2fb800275beae57.SC2Replay
625,Ziggy,67,8100,T,1,replays/firstRun\3b0b22b75536431096ff5f5071e83ca8.SC2Replay
626,Matiz,79,13950,Z,0,replays/firstRun\3b0b22b75536431096ff5f5071e83ca8.SC2Replay
627,Zanster,25,2325,Z,0,replays/firstRun\3b13576548bb4cebb65d9ae95ec1a82f.SC2Replay
628,soO,31,2100,Z,1,replays/firstRun\3b13576548bb4cebb65d9ae95ec1a82f.SC2Replay
629,eonblu,52,1225,Z,0,replays/firstRun\3b2a91e44d6949c4af9b6639ed1ca3ed.SC2Replay
630,llllllllllll,46,1575,P,1,replays/firstRun\3b2a91e44d6949c4af9b6639ed1ca3ed.SC2Replay
631,Stats,54,1600,P,1,replays/firstRun\3b350bdc95fa470b805fb85ca56a5e21.SC2Replay
632,Dark,41,5200,Z,0,replays/firstRun\3b350bdc95fa470b805fb85ca56a5e21.SC2Replay
633,Nice,62,2625,P,1,replays/firstRun\3b40a49245ce4596b0c303c67502ff97.SC2Replay
634,Jig,75,2000,Z,0,replays/firstRun\3b40a49245ce4596b0c303c67502ff97.SC2Replay
635,Gremory,41,1125,Z,0,replays/firstRun\3b41692efda64660a32f6d2bda6d096b.SC2Replay
636,Bunny,36,550,T,1,replays/firstRun\3b41692efda64660a32f6d2bda6d096b.SC2Replay
637,Raze,28,825,T,1,replays/firstRun\3b4aae8180d94457812e3078313943df.SC2Replay
638,HeltEn,20,1000,T,0,replays/firstRun\3b4aae8180d94457812e3078313943df.SC2Replay
639,ShoWTimE,51,925,P,1,replays/firstRun\3b61d63aadad420f8d9bade440ff1fe8.SC2Replay
640,Namshar,35,2800,Z,0,replays/firstRun\3b61d63aadad420f8d9bade440ff1fe8.SC2Replay
641,Scarlett,69,4275,Z,0,replays/firstRun\3b6d1abbda89491899ad03670cb6c217.SC2Replay
642,DnS,65,1975,P,1,replays/firstRun\3b6d1abbda89491899ad03670cb6c217.SC2Replay
643,Bly,75,7075,Z,0,replays/firstRun\3b89a496b6ad4049a473d1cb8022060a.SC2Replay
644,Probe,65,6950,P,1,replays/firstRun\3b89a496b6ad4049a473d1cb8022060a.SC2Replay
645,Harstem,44,725,P,1,replays/firstRun\3b9ad8fffa84479ea9b3cf73d382edca.SC2Replay
646,Stephano,57,1600,Z,0,replays/firstRun\3b9ad8fffa84479ea9b3cf73d382edca.SC2Replay
647,MaSa,23,200,T,0,replays/firstRun\3baa06957ef548ada950b62abf096e39.SC2Replay
648,uThermal,21,400,T,1,replays/firstRun\3baa06957ef548ada950b62abf096e39.SC2Replay
649,Crow,45,1950,Z,0,replays/firstRun\3bb2fb4140054d30974cbddc72ecf95d.SC2Replay
650,JonSnow,49,3050,Z,1,replays/firstRun\3bb2fb4140054d30974cbddc72ecf95d.SC2Replay
651,SortOf,43,1725,Z,0,replays/firstRun\3bb8240641774784aff9dff30fcf8c97.SC2Replay
652,Elazer,45,1950,Z,1,replays/firstRun\3bb8240641774784aff9dff30fcf8c97.SC2Replay
653,Patience,53,2300,P,1,replays/firstRun\3bbb259fc0734a21b080f37f5488e752.SC2Replay
654,ArT,57,3300,P,0,replays/firstRun\3bbb259fc0734a21b080f37f5488e752.SC2Replay
655,HellraiseR,32,450,P,1,replays/firstRun\3bea857fc64b4115b6c48dd1e9380bd2.SC2Replay
656,MMA,31,675,T,0,replays/firstRun\3bea857fc64b4115b6c48dd1e9380bd2.SC2Replay
657,Gauss,33,875,P,1,replays/firstRun\3bf7af0fc8fb45628720e68ea2311fca.SC2Replay
658,Matrix,25,450,P,0,replays/firstRun\3bf7af0fc8fb45628720e68ea2311fca.SC2Replay
659,Zanster,54,3275,Z,1,replays/firstRun\3bfffe4bc870400da75ee901cfea3391.SC2Replay
660,Optimus,43,1600,T,0,replays/firstRun\3bfffe4bc870400da75ee901cfea3391.SC2Replay
661,GAMETIME,62,5025,Z,0,replays/firstRun\3c05346c2a834277a05ab82004e2fbdb.SC2Replay
662,iaguz,59,2500,T,1,replays/firstRun\3c05346c2a834277a05ab82004e2fbdb.SC2Replay
663,Dayshi,74,5150,T,0,replays/firstRun\3c2a0c895f694381be6cfb154d2e05f6.SC2Replay
664,Nerchio,73,8025,Z,1,replays/firstRun\3c2a0c895f694381be6cfb154d2e05f6.SC2Replay
665,Mana,46,775,P,1,replays/firstRun\3c3b56312a8a40bdac3708d2071daf3c.SC2Replay
666,Jason,45,2050,T,0,replays/firstRun\3c3b56312a8a40bdac3708d2071daf3c.SC2Replay
667,LiquidTLO,42,1325,Z,0,replays/firstRun\3c4e6f04f23b4b5f8c7809557bb55205.SC2Replay
668,llllllllllll,41,875,P,1,replays/firstRun\3c4e6f04f23b4b5f8c7809557bb55205.SC2Replay
669,NonY,74,2250,P,0,replays/firstRun\3c8ee445f7414e6d90079f492dcab2e3.SC2Replay
670,Namshar,76,8250,Z,1,replays/firstRun\3c8ee445f7414e6d90079f492dcab2e3.SC2Replay
671,Serral,70,4425,Z,1,replays/firstRun\3c985b09d2584749a64f71d81911392f.SC2Replay
672,LiquidTLO,60,3925,Z,0,replays/firstRun\3c985b09d2584749a64f71d81911392f.SC2Replay
673,liquidthermy,68,5450,T,0,replays/firstRun\3c9f98246d28407a9dc3ba82109ee61f.SC2Replay
674,Guru,84,8800,Z,1,replays/firstRun\3c9f98246d28407a9dc3ba82109ee61f.SC2Replay
675,Nice,45,1050,P,0,replays/firstRun\3ca66d6dcb7b4062b5e952ea392e1acc.SC2Replay
676,Rose,50,1425,Z,1,replays/firstRun\3ca66d6dcb7b4062b5e952ea392e1acc.SC2Replay
677,TRUE,34,2850,Z,1,replays/firstRun\3cba98406c9c49789a39032fb99983dc.SC2Replay
678,PandaBearMe,34,1525,Z,0,replays/firstRun\3cba98406c9c49789a39032fb99983dc.SC2Replay
679,DnS,40,800,P,1,replays/firstRun\3ccd3e39c50b4a5681e5c70e0cc234b7.SC2Replay
680,Elazer,63,3200,Z,0,replays/firstRun\3ccd3e39c50b4a5681e5c70e0cc234b7.SC2Replay
681,Gentleprobe,62,900,P,0,replays/firstRun\3cf2f156fb1a4c0aa9e0ac83e8b8ebe0.SC2Replay
682,iGiA,65,4600,Z,1,replays/firstRun\3cf2f156fb1a4c0aa9e0ac83e8b8ebe0.SC2Replay
683,eonblu,49,2100,Z,0,replays/firstRun\3cfe2620c4e34011b56983cd3d07503c.SC2Replay
684,Rhizer,49,1200,P,1,replays/firstRun\3cfe2620c4e34011b56983cd3d07503c.SC2Replay
685,Lambo,74,11050,Z,0,replays/firstRun\3d004ac21ef74b0d9c01a26d3a7e536f.SC2Replay
686,puCK,70,1700,P,1,replays/firstRun\3d004ac21ef74b0d9c01a26d3a7e536f.SC2Replay
687,PiLiPiLi,43,850,P,0,replays/firstRun\3d227f9b48dd4ca6b3875a8919d404e2.SC2Replay
688,Patience,39,650,P,1,replays/firstRun\3d227f9b48dd4ca6b3875a8919d404e2.SC2Replay
689,BLY,24,1750,Z,0,replays/firstRun\3d29857c7e0848dfacd0f5590c464aa8.SC2Replay
690,Stats,42,700,P,1,replays/firstRun\3d29857c7e0848dfacd0f5590c464aa8.SC2Replay
691,Nerchio,20,450,Z,0,replays/firstRun\3d4426aa4c984b06bb62bb0aae2addb8.SC2Replay
692,TRUE,18,550,Z,1,replays/firstRun\3d4426aa4c984b06bb62bb0aae2addb8.SC2Replay
693,Toodming,23,1350,Z,1,replays/firstRun\3d48b7f6c5d941f79be5c986cf7610b1.SC2Replay
694,yohilo,21,350,T,0,replays/firstRun\3d48b7f6c5d941f79be5c986cf7610b1.SC2Replay
695,aLive,44,1100,T,1,replays/firstRun\3d4d281794ef4386b8eb0b17ff3ffe72.SC2Replay
696,Harstem,49,1125,P,0,replays/firstRun\3d4d281794ef4386b8eb0b17ff3ffe72.SC2Replay
697,Cham,57,4025,Z,0,replays/firstRun\3d68cb99195744499529010d356d863e.SC2Replay
698,StevenBonnel,57,1450,P,1,replays/firstRun\3d68cb99195744499529010d356d863e.SC2Replay
699,Snute,58,14425,Z,0,replays/firstRun\3d7270c9de48479786fd78efce1da4de.SC2Replay
700,MacSed,63,8155,P,1,replays/firstRun\3d7270c9de48479786fd78efce1da4de.SC2Replay
701,puCK,64,1325,P,1,replays/firstRun\3d93c98665c34a7f8a8fdfe99e92e949.SC2Replay
702,PandaBearMe,67,2175,Z,0,replays/firstRun\3d93c98665c34a7f8a8fdfe99e92e949.SC2Replay
703,HeroMarine,68,3975,T,0,replays/firstRun\3dcf8464ee6447539ce3a28c8a73e191.SC2Replay
704,Namshar,73,5500,Z,1,replays/firstRun\3dcf8464ee6447539ce3a28c8a73e191.SC2Replay
705,MMA,69,3950,T,1,replays/firstRun\3dd38b2d11bf431b9d6552e642414738.SC2Replay
706,FeaR,62,2125,P,0,replays/firstRun\3dd38b2d11bf431b9d6552e642414738.SC2Replay
707,uThermal,13,300,T,1,replays/firstRun\3dd7e0bf26954445924b77c8df3ff443.SC2Replay
708,INnoVation,22,100,T,0,replays/firstRun\3dd7e0bf26954445924b77c8df3ff443.SC2Replay
709,MaSa,71,7100,T,0,replays/firstRun\3de2b7bd17c940aa9ced23aba229a12e.SC2Replay
710,TRUE,76,10500,Z,1,replays/firstRun\3de2b7bd17c940aa9ced23aba229a12e.SC2Replay
711,MeomaikA,52,2000,Z,1,replays/firstRun\3dee9a20640f4a58995fba9c05a3cbb7.SC2Replay
712,Crimson,45,1675,Z,0,replays/firstRun\3dee9a20640f4a58995fba9c05a3cbb7.SC2Replay
713,Neeb,49,825,P,0,replays/firstRun\3df861cc3dc745399c641b66db1af759.SC2Replay
714,TYTY,45,1125,T,1,replays/firstRun\3df861cc3dc745399c641b66db1af759.SC2Replay
715,Namshar,57,2725,Z,1,replays/firstRun\3e160b80e5ec4c308aeca521690d791c.SC2Replay
716,HellraiseR,53,2675,P,0,replays/firstRun\3e160b80e5ec4c308aeca521690d791c.SC2Replay
717,YoGo,35,3075,Z,0,replays/firstRun\3e2797c76ed94f3b905bd12d2f88ca5e.SC2Replay
718,Solar,43,3175,Z,1,replays/firstRun\3e2797c76ed94f3b905bd12d2f88ca5e.SC2Replay
719,viOLet,65,7400,Z,0,replays/firstRun\3e371694151c4e0692003046f9d8e727.SC2Replay
720,Bails,64,3625,P,1,replays/firstRun\3e371694151c4e0692003046f9d8e727.SC2Replay
721,EnDerr,60,9150,Z,0,replays/firstRun\3e62707a0ba14adf8f4dbfefa0ce4e8b.SC2Replay
722,Hydra,64,8250,Z,1,replays/firstRun\3e62707a0ba14adf8f4dbfefa0ce4e8b.SC2Replay
723,MaNa,64,2050,P,0,replays/firstRun\3e6a5dc3e98d49c8b4b1b5fad692d87f.SC2Replay
724,SpeCial,60,4325,T,1,replays/firstRun\3e6a5dc3e98d49c8b4b1b5fad692d87f.SC2Replay
725,Replicant,47,1575,T,0,replays/firstRun\3e8188757c14440c9e8e8fbd246138f9.SC2Replay
726,MaNa,52,550,P,1,replays/firstRun\3e8188757c14440c9e8e8fbd246138f9.SC2Replay
727,Kelazhur,65,5300,T,0,replays/firstRun\3e97eb04a05443a1ac79a1e96dfca1d0.SC2Replay
728,sOs,68,1250,P,1,replays/firstRun\3e97eb04a05443a1ac79a1e96dfca1d0.SC2Replay
729,MCanning,51,1400,P,0,replays/firstRun\3ea20eb7961a48d5ade6d4c3e7159c2a.SC2Replay
730,uThermal,62,3000,T,1,replays/firstRun\3ea20eb7961a48d5ade6d4c3e7159c2a.SC2Replay
731,Harstem,44,725,P,1,replays/firstRun\3ea579a84e8d48f58e4021d389c2c35d.SC2Replay
732,Guru,43,1375,Z,0,replays/firstRun\3ea579a84e8d48f58e4021d389c2c35d.SC2Replay
733,Bunny,53,3500,T,1,replays/firstRun\3ebe892cc7b24cedbe47b3f0b71babaf.SC2Replay
734,ShoWTimE,59,100,P,0,replays/firstRun\3ebe892cc7b24cedbe47b3f0b71babaf.SC2Replay
735,Cham,53,5200,Z,1,replays/firstRun\3ebff7d5eda640aea27bfc52e50c5ed6.SC2Replay
736,Erik,50,1900,Z,0,replays/firstRun\3ebff7d5eda640aea27bfc52e50c5ed6.SC2Replay
737,Kelazhur,45,1950,T,0,replays/firstRun\3ec615a91f0e4b61b4091492c51d539d.SC2Replay
738,SortOf,44,4000,Z,1,replays/firstRun\3ec615a91f0e4b61b4091492c51d539d.SC2Replay
739,INnoVation,18,100,T,1,replays/firstRun\3f14ae157d82408d8e18c4eb165286fb.SC2Replay
740,yohilo,21,0,T,0,replays/firstRun\3f14ae157d82408d8e18c4eb165286fb.SC2Replay
741,Zest,44,1250,P,1,replays/firstRun\3f626dba8c7e4b0b9ecfcd47b41bbb70.SC2Replay
742,HeRoMaRinE,43,1800,T,0,replays/firstRun\3f626dba8c7e4b0b9ecfcd47b41bbb70.SC2Replay
743,JonSnow,65,6950,Z,0,replays/firstRun\3f6748f0e61c4cbaa669dd9113b2ff7e.SC2Replay
744,Nerchio,69,7400,Z,1,replays/firstRun\3f6748f0e61c4cbaa669dd9113b2ff7e.SC2Replay
745,JonSnow,39,1300,Z,1,replays/firstRun\3f88e0cb36c94d10ac05170c72e310e5.SC2Replay
746,MaSa,36,1200,T,0,replays/firstRun\3f88e0cb36c94d10ac05170c72e310e5.SC2Replay
747,SortOf,63,4775,Z,0,replays/firstRun\3f8a086aaae94a1eb59d39605aceaaa5.SC2Replay
748,Nerchio,66,4075,Z,1,replays/firstRun\3f8a086aaae94a1eb59d39605aceaaa5.SC2Replay
749,ShaDoWn,38,850,P,1,replays/firstRun\3f8d712ca8964264b1f15ebb9c39ff51.SC2Replay
750,Buster,32,1100,T,0,replays/firstRun\3f8d712ca8964264b1f15ebb9c39ff51.SC2Replay
751,Ninja,28,1350,P,1,replays/firstRun\3f902715c783432aa90351dbf71323e2.SC2Replay
752,Poizon,31,675,P,0,replays/firstRun\3f902715c783432aa90351dbf71323e2.SC2Replay
753,Snute,76,10300,Z,1,replays/firstRun\3f97a412cea242cd89c9997b3d820a26.SC2Replay
754,TIME,66,7975,T,0,replays/firstRun\3f97a412cea242cd89c9997b3d820a26.SC2Replay
755,Time,31,650,T,1,replays/firstRun\3f99e2e574864f6098774f5ec59b7b18.SC2Replay
756,ShahriarDeMi,24,1100,T,0,replays/firstRun\3f99e2e574864f6098774f5ec59b7b18.SC2Replay
757,DnS,68,2225,P,1,replays/firstRun\3fa2aef26d0f495fb5d7fca80111d6ca.SC2Replay
758,Xaoras,59,5450,Z,0,replays/firstRun\3fa2aef26d0f495fb5d7fca80111d6ca.SC2Replay
759,herO,56,2800,P,0,replays/firstRun\3fa72edfe68a4fbaba5afb2d5c89299a.SC2Replay
760,sOs,61,2975,P,1,replays/firstRun\3fa72edfe68a4fbaba5afb2d5c89299a.SC2Replay
761,Mamba,44,1125,Z,0,replays/firstRun\3facf7040e7e4da3a49ab389059fbcff.SC2Replay
762,LiquidSnute,51,1725,Z,1,replays/firstRun\3facf7040e7e4da3a49ab389059fbcff.SC2Replay
763,Bunny,36,800,T,0,replays/firstRun\3fcb8b48a861449596e03108391839f7.SC2Replay
764,Elazer,37,1625,Z,1,replays/firstRun\3fcb8b48a861449596e03108391839f7.SC2Replay
765,Snute,65,3300,Z,1,replays/firstRun\3fd6488bd6b24b3da2ffef1b003bfffe.SC2Replay
766,MacSed,44,675,P,0,replays/firstRun\3fd6488bd6b24b3da2ffef1b003bfffe.SC2Replay
767,Cham,71,4675,Z,0,replays/firstRun\3fdbd870d3f0460bac074ece9b86d1a4.SC2Replay
768,Scarlett,67,6625,Z,1,replays/firstRun\3fdbd870d3f0460bac074ece9b86d1a4.SC2Replay
769,GuMiho,51,6825,T,1,replays/firstRun\3fe552d8711443e8895ae3241ffce5f6.SC2Replay
770,jjakji,65,8000,T,0,replays/firstRun\3fe552d8711443e8895ae3241ffce5f6.SC2Replay
771,BLY,41,1575,Z,0,replays/firstRun\4a073f93ed2d406bae7f68c6cadbd780.SC2Replay
772,LiquidSnute,44,1950,Z,1,replays/firstRun\4a073f93ed2d406bae7f68c6cadbd780.SC2Replay
773,TRUE,33,1175,Z,0,replays/firstRun\4a308b84305b4ce79d9e489b1d0f7e37.SC2Replay
774,Cham,40,1700,Z,1,replays/firstRun\4a308b84305b4ce79d9e489b1d0f7e37.SC2Replay
775,Scarlett,24,1850,Z,1,replays/firstRun\4a3d93bbcd8340e2bc8dd341750165e2.SC2Replay
776,ShaDoWn,21,125,P,0,replays/firstRun\4a3d93bbcd8340e2bc8dd341750165e2.SC2Replay
777,GAMETIME,51,1200,Z,1,replays/firstRun\4a4580272aa4409ba5af67ae0902e49a.SC2Replay
778,TheoRy,27,425,P,0,replays/firstRun\4a4580272aa4409ba5af67ae0902e49a.SC2Replay
779,Lambo,87,8600,Z,1,replays/firstRun\4a662946bf1841f1b5634afd71e26536.SC2Replay
780,lllIIIIllll,70,3700,P,0,replays/firstRun\4a662946bf1841f1b5634afd71e26536.SC2Replay
781,herO,64,1125,P,1,replays/firstRun\4ab064835fdf4dcd9cc789e33a052463.SC2Replay
782,Snute,52,3950,Z,0,replays/firstRun\4ab064835fdf4dcd9cc789e33a052463.SC2Replay
783,LiquidMaNa,59,3900,P,0,replays/firstRun\4ad9a62ad6704780afeb3aeab022a0f3.SC2Replay
784,Lambo,78,4075,Z,1,replays/firstRun\4ad9a62ad6704780afeb3aeab022a0f3.SC2Replay
785,SortOf,44,1750,Z,0,replays/firstRun\4adefb71570741a5b64dca9a46701dbf.SC2Replay
786,puCK,45,700,P,1,replays/firstRun\4adefb71570741a5b64dca9a46701dbf.SC2Replay
787,DnS,41,500,P,0,replays/firstRun\4ae90340da30426fbe2e6c32d0f8e787.SC2Replay
788,SouLeer,26,1550,Z,1,replays/firstRun\4ae90340da30426fbe2e6c32d0f8e787.SC2Replay
789,Harstem,74,3425,P,0,replays/firstRun\4af798e1a4e64df1ad28a5fef3df5fd0.SC2Replay
790,Lambo,61,12900,Z,1,replays/firstRun\4af798e1a4e64df1ad28a5fef3df5fd0.SC2Replay
791,Snute,46,5550,Z,1,replays/firstRun\4b19ab1378094f8db613ee8376044e93.SC2Replay
792,Elazer,56,3750,Z,0,replays/firstRun\4b19ab1378094f8db613ee8376044e93.SC2Replay
793,Scarlett,66,10300,Z,1,replays/firstRun\4b32dfc2839c43a5be0a0cf759647190.SC2Replay
794,Serral,68,8500,Z,0,replays/firstRun\4b32dfc2839c43a5be0a0cf759647190.SC2Replay
795,Zanster,25,1325,Z,1,replays/firstRun\4b3a1373739b4eb990176ae26e31d7b1.SC2Replay
796,Wilo,32,900,Z,0,replays/firstRun\4b3a1373739b4eb990176ae26e31d7b1.SC2Replay
797,ByuN,60,3100,T,1,replays/firstRun\4b6ece5471f64a78880936e41c391f5b.SC2Replay
798,Solar,63,4375,Z,0,replays/firstRun\4b6ece5471f64a78880936e41c391f5b.SC2Replay
799,soul,53,1850,T,1,replays/firstRun\4b892448c7134e9f893e60f501f53715.SC2Replay
800,OGZest,46,300,P,0,replays/firstRun\4b892448c7134e9f893e60f501f53715.SC2Replay
801,Elazer,58,4850,Z,0,replays/firstRun\4ba72ecfd967420694726724b4da275b.SC2Replay
802,Zanster,59,6950,Z,1,replays/firstRun\4ba72ecfd967420694726724b4da275b.SC2Replay
803,JonSnow,34,1125,Z,0,replays/firstRun\4ba76effea1b49dea262a46a82ef0ab1.SC2Replay
804,viOLet,39,1100,Z,1,replays/firstRun\4ba76effea1b49dea262a46a82ef0ab1.SC2Replay
805,Petraeus,50,2250,Z,1,replays/firstRun\4bbf95716d11441a85eb82910b59ffb5.SC2Replay
806,PiG,49,1550,Z,0,replays/firstRun\4bbf95716d11441a85eb82910b59ffb5.SC2Replay
807,soO,67,10325,Z,0,replays/firstRun\4bc4a26fe9c24a8bb1daaa85df7feff1.SC2Replay
808,TSGSolar,62,9000,Z,1,replays/firstRun\4bc4a26fe9c24a8bb1daaa85df7feff1.SC2Replay
809,Cuddlebear,27,700,T,1,replays/firstRun\4bc85b50f99a493d935abff2918450cb.SC2Replay
810,ZergGirl,22,1400,Z,0,replays/firstRun\4bc85b50f99a493d935abff2918450cb.SC2Replay
811,Harstem,57,3050,P,0,replays/firstRun\4bca8f173624422f9e6d22bb22f37a65.SC2Replay
812,Snute,49,4900,Z,1,replays/firstRun\4bca8f173624422f9e6d22bb22f37a65.SC2Replay
813,HeRoMaRinE,40,4325,T,0,replays/firstRun\4be130e5e3414f1f9da9e5e4dd7085a0.SC2Replay
814,Ryung,52,3625,T,1,replays/firstRun\4be130e5e3414f1f9da9e5e4dd7085a0.SC2Replay
815,uThermal,14,100,T,1,replays/firstRun\4be8d6ac2a714ca383ee71612b007d8e.SC2Replay
816,Snute,21,300,Z,0,replays/firstRun\4be8d6ac2a714ca383ee71612b007d8e.SC2Replay
817,PiLiPiLi,48,525,P,0,replays/firstRun\4bf338370cf8426da58f58e05c00f2ec.SC2Replay
818,Serral,40,2950,Z,1,replays/firstRun\4bf338370cf8426da58f58e05c00f2ec.SC2Replay
819,Elazer,84,7500,Z,1,replays/firstRun\4c10c3f2d5e3436489987a918b748636.SC2Replay
820,HeRoMaRinE,77,6500,T,0,replays/firstRun\4c10c3f2d5e3436489987a918b748636.SC2Replay
821,Elazer,43,1200,Z,1,replays/firstRun\4c373644edab4b51b597f6d5ad8e0ca4.SC2Replay
822,Patience,41,800,P,0,replays/firstRun\4c373644edab4b51b597f6d5ad8e0ca4.SC2Replay
823,Neeb,80,6200,P,1,replays/firstRun\4c3901a9317e4cba8f4c6dd2ef0809e0.SC2Replay
824,Snute,69,10800,Z,0,replays/firstRun\4c3901a9317e4cba8f4c6dd2ef0809e0.SC2Replay
825,Zanster,82,10700,Z,0,replays/firstRun\4c45224ec32446fbb2597d5ba2d4cd7d.SC2Replay
826,FanTaSy,72,6900,T,1,replays/firstRun\4c45224ec32446fbb2597d5ba2d4cd7d.SC2Replay
827,ReiGN,52,1575,P,0,replays/firstRun\4c4c431606cf41249f0a51ae0f7b8439.SC2Replay
828,Ryung,50,2400,T,1,replays/firstRun\4c4c431606cf41249f0a51ae0f7b8439.SC2Replay
829,Nerchio,27,1225,Z,1,replays/firstRun\4c4ffe6e975640f1b07057be0f4d540a.SC2Replay
830,Mackintac,25,1100,Z,0,replays/firstRun\4c4ffe6e975640f1b07057be0f4d540a.SC2Replay
831,Replicant,39,1075,T,0,replays/firstRun\4c69c56a63ce4664aab6169e761b3108.SC2Replay
832,Lambo,62,2400,Z,1,replays/firstRun\4c69c56a63ce4664aab6169e761b3108.SC2Replay
833,Elazer,51,3350,Z,0,replays/firstRun\4c84d0150b2c410fb096538759085027.SC2Replay
834,Zanster,52,5250,Z,1,replays/firstRun\4c84d0150b2c410fb096538759085027.SC2Replay
835,Dayshi,29,500,T,0,replays/firstRun\4c925965cb45463d8afa492ccd088670.SC2Replay
836,Nerchio,43,2100,Z,1,replays/firstRun\4c925965cb45463d8afa492ccd088670.SC2Replay
837,Lobo,30,500,P,1,replays/firstRun\4ca2577f6201425cbc65f05670141897.SC2Replay
838,SouLeer,25,2450,Z,0,replays/firstRun\4ca2577f6201425cbc65f05670141897.SC2Replay
839,RiSky,37,2025,Z,0,replays/firstRun\4cb89f42420f48f7914ea8cbbfc8fce3.SC2Replay
840,losira,39,1425,Z,1,replays/firstRun\4cb89f42420f48f7914ea8cbbfc8fce3.SC2Replay
841,CMStormPolt,25,1050,T,1,replays/firstRun\4ccaf02c18514389b5c00b6a2833d470.SC2Replay
842,Lambo,26,2500,Z,0,replays/firstRun\4ccaf02c18514389b5c00b6a2833d470.SC2Replay
843,Optimus,18,150,T,0,replays/firstRun\4cdd1bd8e4fe4befaad1ffe67629243e.SC2Replay
844,Solar,18,450,Z,1,replays/firstRun\4cdd1bd8e4fe4befaad1ffe67629243e.SC2Replay
845,Lambo,72,6350,Z,1,replays/firstRun\4ce7f4d8769045e49aa80a46b22afdb6.SC2Replay
846,Reynor,77,4275,Z,0,replays/firstRun\4ce7f4d8769045e49aa80a46b22afdb6.SC2Replay
847,soul,42,1775,T,1,replays/firstRun\4cea55c425c14682a7d5d71d29d11878.SC2Replay
848,Kas,39,1275,T,0,replays/firstRun\4cea55c425c14682a7d5d71d29d11878.SC2Replay
